Number of Population from Registration by Age Group Region and Province: 2012-2022,,,,,,,,,,,,,
Unit: person,,,,,,,,,,,,,
,,,,,,,,,,,,,
Region,Province,Age group,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Northeastern Region,Mukdahan Province,45  -  49,"26,119","27,380","28,252","29,124","29,695","29,981","29,991","30,140","30,032","29,680","29,720"
Northeastern Region,Mukdahan Province,50  -  54,"21,012","22,117","22,873","23,638","24,552","25,605","26,784","27,641","28,524","29,084","29,614"
Northeastern Region,Mukdahan Province,55  -  59,"16,719","16,933","18,000","18,720","19,439","20,278","21,403","22,114","22,866","23,625","24,981"
Northeastern Region,Mukdahan Province,60  -  64,"12,919","13,487","13,769","14,171","14,879","15,472","16,004","17,045","17,731","18,357","19,394"
Northeastern Region,Mukdahan Province,65  -  69,"8,831","9,481","10,045","10,805","11,300","11,880","12,332","12,605","13,018","13,665","14,405"
Northeastern Region,Mukdahan Province,70  -  74,"6,408","6,641","6,862","7,099","7,425","7,808","8,309","8,833","9,525","9,893","10,540"
Northeastern Region,Mukdahan Province,75  -  79,"4,441","4,677","4,917","4,924","5,178","5,296","5,446","5,607","5,788","6,039","6,477"
Northeastern Region,Mukdahan Province,80  -  84,"2,956","3,029","3,099","3,301","3,300","3,270","3,439","3,629","3,659","3,813","3,983"
Northeastern Region,Mukdahan Province,85  -  89,"1,144","1,352","1,454","1,566","1,720","1,824","1,865","1,929","2,097","2,071","2,103"
Northeastern Region,Mukdahan Province,90  -  94,469,466,459,474,505,555,650,685,753,815,893
Northeastern Region,Mukdahan Province,95  -  99,116,131,132,148,165,157,165,172,156,168,212
Northeastern Region,Mukdahan Province,100 and over,74,65,74,79,38,48,55,44,53,53,67
Northeastern Region,Mukdahan Province,Unknown/lunar Calendar,3,2,2,-,-,-,-,-,-,-,-
Northeastern Region,Mukdahan Province,Population Registered in House Registration and Non  -  Thai nationalities,708,678,852,"1,306","1,230","1,259","1,301","1,309","1,335","1,351",
Northeastern Region,Mukdahan Province,Population Registered in Central House Registration,"3,384","3,461","3,359","3,653","3,906","4,193","4,567","4,886","1,991","2,550",
Northeastern Region,Mukdahan Province, Transferring population,310,344,328,350,386,370,332,346,134,67,
Southern Region,Southern Region,Total,"9,060,189","9,131,425","9,208,504","9,290,708","9,341,162","9,399,578","9,454,193","9,493,757","9,467,901","9,492,267","9,496,991"
Southern Region,Southern Region,0 - 4,"672,569","670,876","665,392","658,707","640,437","618,687","598,531","578,139","559,992","538,477","526,671"
Southern Region,Southern Region,5-Sep,"664,070","671,309","674,765","672,243","675,500","678,635","677,846","673,043","665,481","647,208","656,685"
Southern Region,Southern Region,Oct-14,"672,709","659,737","657,091","654,313","655,755","661,133","668,458","671,756","668,996","672,295","680,305"
Southern Region,Southern Region,15  -  19,"734,136","729,498","719,251","704,805","684,434","667,261","654,089","651,459","649,001","650,783","657,875"
Southern Region,Southern Region,20  -  24,"712,216","716,940","714,492","714,926","722,288","722,268","718,194","707,511","693,947","675,190","662,639"
Southern Region,Southern Region,25  -  29,"716,810","708,467","705,531","705,787","705,797","710,714","714,662","710,959","710,589","717,948","722,897"
Southern Region,Southern Region,30  -  34,"723,978","726,364","724,060","718,871","712,317","703,042","695,874","692,521","692,790","693,082","701,287"
Southern Region,Southern Region,35  -  39,"704,607","704,067","705,698","711,353","712,234","708,016","710,942","708,241","702,904","696,844","691,797"
Southern Region,Southern Region,40  -  44,"694,141","687,510","691,275","694,739","690,831","691,690","691,226","692,373","697,103","697,349","696,166"
Southern Region,Southern Region,45  -  49,"633,837","644,847","650,678","654,778","665,649","678,589","673,681","677,386","680,368","676,188","679,716"
Southern Region,Southern Region,50  -  54,"531,993","555,322","577,620","591,906","606,017","615,386","627,918","633,701","637,737","647,767","663,251"
Southern Region,Southern Region,55  -  59,"416,393","405,645","423,570","454,649","484,063","510,578","535,624","557,028","570,942","584,149","595,997"
Southern Region,Southern Region,60  -  64,"319,621","339,784","351,013","356,857","362,479","370,689","387,036","404,411","433,988","460,765","488,283"
Southern Region,Southern Region,65  -  69,"221,810","238,916","256,314","273,038","289,535","306,498","317,585","327,749","333,579","338,249","347,454"
Southern Region,Southern Region,70  -  74,"193,856","193,973","193,128","194,969","198,152","205,452","216,165","232,000","247,248","261,410","277,758"
Southern Region,Southern Region,75  -  79,"149,095","160,666","163,864","162,560","165,160","165,251","166,180","166,042","167,852","169,951","176,769"
Southern Region,Southern Region,80  -  84,"98,067","106,453","111,088","115,718","117,759","121,525","125,894","128,590","128,128","129,574","129,580"
Southern Region,Southern Region,85  -  89,"47,043","56,437","60,367","63,161","66,673","69,831","72,263","75,571","79,258","80,166","82,611"
Southern Region,Southern Region,90  -  94,"17,672","21,571","22,663","24,982","26,604","28,541","31,107","33,417","35,443","37,169","38,591"
Southern Region,Southern Region,95  -  99,"6,969","8,202","8,511","8,894","8,988","9,429","10,014","10,393","11,573","12,255","13,356"
Southern Region,Southern Region,100 and over,"4,047","4,776","5,173","6,109","3,126","3,698","4,254","3,982","5,073","5,762","7,299"
Southern Region,Southern Region,Unknown/lunar Calendar,126,21,21,21,6,6,7,6,6,6,4
Southern Region,Southern Region,Population Registered in House Registration and Non  -  Thai nationalities,"20,793","10,934","27,942","30,318","28,247","29,615","31,289","32,397","33,476","34,647",
Southern Region,Southern Region,Population Registered in Central House Registration,"80,820","85,108","75,549","92,302","95,832","99,063","102,011","102,362","57,480","61,648",
Southern Region,Southern Region, Transferring population,"22,811","24,002","23,448","24,702","23,279","23,981","23,343","22,720","4,947","3,385",
Southern Region,Nakhon Si Thammarat Province,Total,"1,534,887","1,541,843","1,548,028","1,552,530","1,554,432","1,557,482","1,560,433","1,561,927","1,550,721","1,549,344","1,545,147"
Southern Region,Nakhon Si Thammarat Province,0 - 4,"98,425","98,453","97,404","96,076","92,973","88,873","84,765","81,133","77,983","74,928","71,723"
Southern Region,Nakhon Si Thammarat Province,5-Sep,"98,302","98,653","99,042","98,481","98,629","98,716","98,533","97,429","96,407","93,641","91,371"
Southern Region,Nakhon Si Thammarat Province,Oct-14,"104,509","101,141","99,311","97,759","97,199","97,492","97,895","98,173","97,812","98,250","98,798"
Southern Region,Nakhon Si Thammarat Province,15  -  19,"117,421","116,200","114,193","111,074","106,806","102,900","100,078","98,306","96,275","95,705","96,349"
Southern Region,Nakhon Si Thammarat Province,20  -  24,"118,108","117,634","116,188","114,754","115,213","114,716","114,223","113,097","110,731","106,714","102,419"
Southern Region,Nakhon Si Thammarat Province,25  -  29,"123,090","120,001","118,273","116,734","115,376","115,150","114,436","112,908","111,997","112,080","112,427"
Southern Region,Nakhon Si Thammarat Province,30  -  34,"127,027","126,695","124,693","123,108","120,775","117,131","114,351","112,675","111,417","110,325","110,697"
Southern Region,Nakhon Si Thammarat Province,35  -  39,"122,809","122,667","122,417","123,042","122,514","121,787","121,282","119,079","117,748","115,308","112,314"
Southern Region,Nakhon Si Thammarat Province,40  -  44,"118,273","117,360","119,045","120,058","119,492","119,596","119,447","118,952","119,729","118,826","118,193"
Southern Region,Nakhon Si Thammarat Province,45  -  49,"108,628","110,900","111,797","111,673","113,777","115,675","114,824","116,634","117,733","117,154","117,439"
Southern Region,Nakhon Si Thammarat Province,50  -  54,"95,193","97,947","101,260","103,060","104,307","105,851","108,440","109,332","109,415","111,440","113,353"
Southern Region,Nakhon Si Thammarat Province,55  -  59,"74,638","73,665","76,421","82,237","87,633","91,914","95,124","98,474","100,285","101,450","103,177"
Southern Region,Nakhon Si Thammarat Province,60  -  64,"59,424","61,546","63,131","64,075","65,295","67,188","70,750","73,463","79,259","84,254","88,592"
Southern Region,Nakhon Si Thammarat Province,65  -  69,"45,342","47,637","49,973","52,442","54,776","56,843","58,078","59,447","60,402","61,564","63,404"
Southern Region,Nakhon Si Thammarat Province,70  -  74,"39,146","39,984","40,064","40,201","40,693","42,078","43,556","45,803","48,148","50,231","52,106"
Southern Region,Nakhon Si Thammarat Province,75  -  79,"30,405","32,223","32,920","32,960","33,731","33,970","34,712","34,910","35,054","35,431","36,652"
Southern Region,Nakhon Si Thammarat Province,80  -  84,"20,440","22,076","23,165","24,177","24,583","25,101","25,767","26,361","26,422","27,099","27,227"
Southern Region,Nakhon Si Thammarat Province,85  -  89,"9,991","11,746","12,698","13,145","13,857","14,687","15,213","16,108","16,974","17,139","17,422"
Southern Region,Nakhon Si Thammarat Province,90  -  94,"3,432","4,504","4,727","5,185","5,538","5,932","6,492","7,013","7,281","7,682","7,975"
Southern Region,Nakhon Si Thammarat Province,95  -  99,"1,184","1,405","1,463","1,584","1,573","1,690","1,863","1,954","2,195","2,322","2,481"
Southern Region,Nakhon Si Thammarat Province,100 and over,751,872,947,"1,020",476,557,650,676,798,855,"1,026"
Southern Region,Nakhon Si Thammarat Province,Unknown/lunar Calendar,37,12,12,12,3,3,3,3,3,4,2
Southern Region,Nakhon Si Thammarat Province,Population Registered in House Registration and Non  -  Thai nationalities,678,745,"1,415","1,603","1,567","1,757","1,875","1,912","1,968","2,002",
Southern Region,Nakhon Si Thammarat Province,Population Registered in Central House Registration,"13,653","13,741","13,404","14,105","13,779","13,917","14,021","14,042","4,025","4,505",
Southern Region,Nakhon Si Thammarat Province, Transferring population,"3,981","4,036","4,065","3,965","3,867","3,958","4,055","4,043",660,435,
Southern Region,Krabi Province,Total,"444,967","450,890","456,811","462,101","465,931","469,769","473,738","476,739","477,770","479,351","480,057"
Southern Region,Krabi Province,0 - 4,"37,849","37,486","36,809","36,363","35,161","33,780","32,397","31,186","29,843","28,329","27,179"
Southern Region,Krabi Province,5-Sep,"36,628","37,526","38,082","37,766","37,893","37,924","37,630","36,989","36,396","35,336","35,092"
Southern Region,Krabi Province,Oct-14,"34,205","33,779","34,183","34,883","35,511","36,394","37,178","37,617","37,351","37,393","37,710"
Southern Region,Krabi Province,15  -  19,"36,062","36,107","35,794","35,176","34,415","33,714","33,280","33,672","34,216","34,931","35,920"
Southern Region,Krabi Province,20  -  24,"35,913","35,682","35,531","35,447","34,954","34,855","34,712","34,273","33,599","32,768","32,379"
Southern Region,Krabi Province,25  -  29,"38,052","37,910","37,739","37,709","37,662","37,477","37,123","36,663","36,146","35,878","35,724"
Southern Region,Krabi Province,30  -  34,"38,255","38,751","38,668","38,426","38,440","37,954","37,991","37,806","37,568","37,279","37,336"
Southern Region,Krabi Province,35  -  39,"36,827","37,006","37,373","37,905","38,141","38,045","38,397","38,264","38,022","37,953","37,442"
Southern Region,Krabi Province,40  -  44,"34,458","34,530","35,337","35,975","36,069","36,619","36,803","37,017","37,465","37,542","37,492"
Southern Region,Krabi Province,45  -  49,"29,981","31,046","31,650","31,971","32,827","33,925","34,035","34,865","35,471","35,366","36,030"
Southern Region,Krabi Province,50  -  54,"24,883","26,038","26,964","27,870","28,898","29,355","30,432","30,992","31,269","32,033","33,234"
Southern Region,Krabi Province,55  -  59,"18,514","18,245","19,374","21,020","22,645","23,880","25,211","26,134","27,014","27,953","28,557"
Southern Region,Krabi Province,60  -  64,"12,583","13,820","14,742","15,286","15,724","16,493","17,434","18,453","20,099","21,598","22,868"
Southern Region,Krabi Province,65  -  69,"8,208","9,024","9,808","10,624","11,379","12,211","12,946","13,761","14,205","14,680","15,482"
Southern Region,Krabi Province,70  -  74,"7,510","7,339","7,284","7,215","7,333","7,672","8,150","8,870","9,601","10,322","11,105"
Southern Region,Krabi Province,75  -  79,"5,765","6,206","6,356","6,386","6,452","6,317","6,324","6,229","6,203","6,254","6,612"
Southern Region,Krabi Province,80  -  84,"3,656","4,023","4,193","4,410","4,524","4,695","4,863","4,944","4,958","5,031","4,885"
Southern Region,Krabi Province,85  -  89,"1,731","2,080","2,244","2,298","2,444","2,613","2,709","2,816","2,978","3,057","3,127"
Southern Region,Krabi Province,90  -  94,664,801,817,861,877,975,"1,078","1,174","1,227","1,282","1,339"
Southern Region,Krabi Province,95  -  99,152,239,259,277,297,276,302,310,334,371,406
Southern Region,Krabi Province,100 and over,62,84,98,103,41,71,86,70,95,115,137
Southern Region,Krabi Province,Unknown/lunar Calendar,2,1,1,1,1,1,1,1,1,1,1
Southern Region,Krabi Province,Population Registered in House Registration and Non  -  Thai nationalities,287,312,807,862,827,908,"1,025","1,076","1,190","1,272",
Southern Region,Krabi Province,Population Registered in Central House Registration,"1,529","1,641","1,423","1,890","2,120","2,289","2,360","2,408","2,259","2,470",
Southern Region,Krabi Province, Transferring population,"1,191","1,214","1,275","1,377","1,296","1,326","1,271","1,149",260,137,
Southern Region,Phangnga Province,Total,"257,493","259,420","261,370","264,074","265,579","267,491","268,240","268,788","268,229","268,016","267,442"
Southern Region,Phangnga Province,0 - 4,"17,522","17,035","16,567","16,376","15,886","15,210","14,524","13,952","13,420","12,690","12,348"
Southern Region,Phangnga Province,5-Sep,"18,207","18,392","18,466","17,982","17,741","17,634","17,289","16,921","16,802","16,346","18,090"
Southern Region,Phangnga Province,Oct-14,"17,684","17,271","17,218","17,396","17,524","17,883","18,145","18,209","17,814","17,651","17,920"
Southern Region,Phangnga Province,15  -  19,"19,525","19,367","18,971","18,399","17,958","17,295","16,915","16,945","17,093","17,248","17,740"
Southern Region,Phangnga Province,20  -  24,"18,142","18,491","18,586","18,669","18,578","18,832","18,606","18,177","17,577","17,230","16,830"
Southern Region,Phangnga Province,25  -  29,"19,432","18,916","18,804","18,735","18,733","18,900","18,972","19,044","19,067","19,097","19,244"
Southern Region,Phangnga Province,30  -  34,"20,822","20,893","20,465","19,898","19,616","19,152","18,659","18,440","18,371","18,162","18,458"
Southern Region,Phangnga Province,35  -  39,"19,974","19,925","20,042","20,346","20,400","20,414","20,383","19,963","19,453","19,029","18,597"
Southern Region,Phangnga Province,40  -  44,"20,805","20,378","20,334","20,041","19,766","19,675","19,766","19,835","20,088","20,001","20,069"
Southern Region,Phangnga Province,45  -  49,"19,350","19,742","19,742","20,104","20,303","20,493","20,116","20,132","19,737","19,439","19,430"
Southern Region,Phangnga Province,50  -  54,"17,042","17,528","18,107","18,468","18,810","18,937","19,314","19,341","19,675","19,883","20,148"
Southern Region,Phangnga Province,55  -  59,"13,952","13,706","14,170","15,013","15,685","16,481","16,996","17,558","17,923","18,223","18,488"
Southern Region,Phangnga Province,60  -  64,"10,063","10,833","11,311","11,614","12,082","12,416","13,079","13,517","14,376","14,972","15,820"
Southern Region,Phangnga Province,65  -  69,"6,947","7,258","7,872","8,444","9,084","9,751","10,166","10,600","10,817","11,246","11,659"
Southern Region,Phangnga Province,70  -  74,"6,022","6,156","6,107","6,131","6,204","6,430","6,606","7,204","7,738","8,266","8,835"
Southern Region,Phangnga Province,75  -  79,"4,664","4,947","5,065","5,109","5,122","5,100","5,320","5,260","5,300","5,357","5,547"
Southern Region,Phangnga Province,80  -  84,"3,138","3,353","3,399","3,530","3,665","3,760","3,900","4,008","4,023","4,021","3,989"
Southern Region,Phangnga Province,85  -  89,"1,415","1,763","1,946","2,017","2,111","2,252","2,261","2,337","2,403","2,491","2,567"
Southern Region,Phangnga Province,90  -  94,461,566,620,684,759,834,930,"1,039","1,090","1,139","1,187"
Southern Region,Phangnga Province,95  -  99,145,192,202,209,211,222,254,271,293,326,353
Southern Region,Phangnga Province,100 and over,48,62,73,86,58,67,75,80,106,111,123
Southern Region,Phangnga Province,Unknown/lunar Calendar,-,-,-,-,-,-,-,-,-,-,-
Southern Region,Phangnga Province,Population Registered in House Registration and Non  -  Thai nationalities,111,176,"1,374","1,833","1,968","2,157","2,251","2,300","2,332","2,381",
Southern Region,Phangnga Province,Population Registered in Central House Registration,"1,411","1,797","1,178","2,235","2,546","2,794","2,937","2,928","2,518","2,525",
Southern Region,Phangnga Province, Transferring population,611,673,751,755,769,802,776,727,213,182,
Southern Region,Phuket Province,Total,"360,905","369,522","378,364","386,605","394,169","402,017","410,211","416,582","414,471","418,785","417,891"
Southern Region,Phuket Province,0 - 4,"27,738","28,172","28,307","28,057","27,654","27,219","26,916","26,337","24,615","22,547","22,580"
Southern Region,Phuket Province,5-Sep,"26,847","27,485","27,977","28,395","29,125","29,773","30,482","30,694","29,359","27,700","33,053"
Southern Region,Phuket Province,Oct-14,"26,173","26,223","26,443","26,703","27,293","27,788","28,429","29,085","28,565","28,462","29,507"
Southern Region,Phuket Province,15  -  19,"27,679","27,861","28,010","27,771","27,168","26,881","26,811","26,784","26,826","26,964","27,174"
Southern Region,Phuket Province,20  -  24,"26,071","26,691","26,901","27,747","27,815","27,948","28,048","27,824","27,098","26,676","26,245"
Southern Region,Phuket Province,25  -  29,"26,487","25,984","26,082","26,703","27,722","28,911","30,112","30,834","30,783","31,743","31,747"
Southern Region,Phuket Province,30  -  34,"33,892","33,335","32,847","31,892","31,166","30,571","30,143","30,428","30,517","32,042","32,900"
Southern Region,Phuket Province,35  -  39,"33,466","34,696","35,224","36,085","36,563","36,268","36,308","35,929","34,346","34,020","33,121"
Southern Region,Phuket Province,40  -  44,"31,832","31,531","32,074","32,391","32,911","33,913","35,213","35,942","36,469","37,356","37,138"
Southern Region,Phuket Province,45  -  49,"26,976","28,252","29,216","30,135","30,797","31,256","31,123","31,494","31,634","32,437","33,574"
Southern Region,Phuket Province,50  -  54,"21,042","22,143","23,288","24,285","25,248","26,336","27,508","28,406","28,988","29,708","30,377"
Southern Region,Phuket Province,55  -  59,"15,301","15,202","16,221","17,477","18,953","20,178","21,302","22,295","23,199","24,168","25,337"
Southern Region,Phuket Province,60  -  64,"11,095","11,914","12,588","12,831","13,128","13,672","14,511","15,537","16,585","17,969","19,293"
Southern Region,Phuket Province,65  -  69,"6,909","7,696","8,332","9,178","9,997","10,796","11,258","11,791","12,020","12,333","13,063"
Southern Region,Phuket Province,70  -  74,"5,160","5,285","5,439","5,746","6,046","6,492","7,015","7,605","8,343","9,137","10,120"
Southern Region,Phuket Province,75  -  79,"3,576","4,020","4,226","4,238","4,395","4,380","4,580","4,718","4,977","5,205","5,728"
Southern Region,Phuket Province,80  -  84,"2,330","2,440","2,557","2,673","2,786","3,015","3,161","3,353","3,344","3,460","3,520"
Southern Region,Phuket Province,85  -  89,999,"1,333","1,445","1,505","1,598","1,595","1,632","1,718","1,814","1,897","2,056"
Southern Region,Phuket Province,90  -  94,339,425,464,525,582,677,752,825,865,902,902
Southern Region,Phuket Province,95  -  99,107,156,164,181,184,204,209,211,235,262,306
Southern Region,Phuket Province,100 and over,29,44,53,63,46,72,89,63,79,94,150
Southern Region,Phuket Province,Unknown/lunar Calendar,-,-,-,-,-,-,-,-,-,-,-
Southern Region,Phuket Province,Population Registered in House Registration and Non  -  Thai nationalities,"1,117","1,232","6,545","2,336","1,803","1,935","2,172","2,436","2,692","3,112",
Southern Region,Phuket Province,Population Registered in Central House Registration,"4,068","5,474","2,221","7,427","8,933","9,600","10,037","9,973","10,751","10,364",
Southern Region,Phuket Province, Transferring population,"1,672","1,928","1,740","2,261","2,256","2,537","2,400","2,300",367,227,
Southern Region,Surat Thani Province,Total,"1,023,288","1,031,812","1,040,230","1,046,772","1,050,913","1,057,581","1,063,501","1,068,010","1,067,726","1,072,464","1,073,663"
Southern Region,Surat Thani Province,0 - 4,"73,384","72,636","71,384","70,507","67,967","65,059","62,737","60,223","57,956","55,260","54,117"
Southern Region,Surat Thani Province,5-Sep,"69,635","71,358","72,737","72,641","73,206","73,243","72,671","71,570","70,515","68,146","69,529"
Southern Region,Surat Thani Province,Oct-14,"69,695","67,939","67,537","67,273","67,724","68,845","70,646","71,994","72,008","72,517","72,704"
Southern Region,Surat Thani Province,15  -  19,"77,731","76,679","75,498","73,554","70,835","68,902","67,072","66,630","67,966","68,934","69,630"
Southern Region,Surat Thani Province,20  -  24,"76,436","77,520","76,528","75,736","75,662","75,595","74,878","73,487","72,175","71,217","71,341"
Southern Region,Surat Thani Province,25  -  29,"79,899","78,383","77,799","77,094","76,924","77,597","77,730","76,723","76,608","77,068","77,377"
Southern Region,Surat Thani Province,30  -  34,"85,204","85,040","84,513","83,087","81,332","79,159","77,777","77,237","76,727","76,750","77,824"
Southern Region,Surat Thani Province,35  -  39,"86,251","85,464","84,549","84,725","84,445","83,915","83,804","83,433","82,061","80,537","78,988"
Southern Region,Surat Thani Province,40  -  44,"86,066","85,197","85,734","85,851","84,757","84,634","83,939","83,096","83,224","83,058","83,001"
Southern Region,Surat Thani Province,45  -  49,"77,669","80,238","81,027","81,738","83,531","84,107","83,371","83,792","83,762","82,839","83,285"
Southern Region,Surat Thani Province,50  -  54,"63,136","65,925","68,966","71,222","73,304","75,287","77,828","78,728","79,480","80,988","81,987"
Southern Region,Surat Thani Province,55  -  59,"47,178","46,460","49,173","53,452","57,041","60,648","63,561","66,545","68,833","70,761","73,061"
Southern Region,Surat Thani Province,60  -  64,"34,635","36,963","38,554","39,373","40,574","42,087","44,453","47,026","51,015","54,460","58,297"
Southern Region,Surat Thani Province,65  -  69,"24,932","26,450","28,089","29,729","31,474","33,483","34,787","36,266","37,093","38,089","39,712"
Southern Region,Surat Thani Province,70  -  74,"20,948","20,999","21,257","21,793","22,293","23,298","24,257","25,798","27,190","28,707","30,682"
Southern Region,Surat Thani Province,75  -  79,"17,056","18,206","18,385","18,201","18,199","18,069","18,259","18,560","19,109","19,581","20,476"
Southern Region,Surat Thani Province,80  -  84,"11,789","12,729","13,263","13,564","13,856","14,148","14,604","14,831","14,781","14,725","14,533"
Southern Region,Surat Thani Province,85  -  89,"5,334","6,583","7,178","7,701","8,326","8,639","8,982","9,289","9,551","9,833","9,972"
Southern Region,Surat Thani Province,90  -  94,"2,104","2,615","2,733","2,920","3,080","3,355","3,751","4,120","4,434","4,795","4,924"
Southern Region,Surat Thani Province,95  -  99,714,926,"1,012","1,006","1,023","1,129","1,155","1,197","1,315","1,411","1,564"
Southern Region,Surat Thani Province,100 and over,493,564,611,680,267,284,348,393,450,516,659
Southern Region,Surat Thani Province,Unknown/lunar Calendar,29,1,1,1,-,-,-,-,-,-,-
Southern Region,Surat Thani Province,Population Registered in House Registration and Non  -  Thai nationalities,937,"1,036","2,753","2,444","2,676","3,333","4,107","4,483","4,757","5,246",
Southern Region,Surat Thani Province,Population Registered in Central House Registration,"9,742","9,652","8,744","10,108","10,507","10,751","10,966","10,677","6,162","6,623",
Southern Region,Surat Thani Province, Transferring population,"2,291","2,249","2,205","2,372","1,910","2,014","1,818","1,912",554,403,
Southern Region,Ranong Province,Total,"182,648","174,776","177,089","187,536","189,154","190,399","191,868","193,370","194,372","194,573","194,226"
Southern Region,Ranong Province,0 - 4,"11,757","11,604","11,448","11,258","10,877","10,478","10,193","9,842","9,702","9,268","11,110"
Southern Region,Ranong Province,5-Sep,"12,128","12,176","12,227","12,018","11,968","11,970","11,797","11,776","11,530","11,149","15,133"
Southern Region,Ranong Province,Oct-14,"12,804","12,294","12,096","11,990","11,999","12,087","12,176","12,195","12,130","12,134","13,356"
Southern Region,Ranong Province,15  -  19,"14,103","14,236","13,938","13,729","13,207","12,602","12,102","11,946","11,844","11,916","12,713"
Southern Region,Ranong Province,20  -  24,"12,409","12,637","12,860","13,119","13,770","13,915","13,966","13,760","13,526","12,845","13,269"
Southern Region,Ranong Province,25  -  29,"12,938","12,643","12,497","12,456","12,635","12,853","13,035","13,258","13,574","13,934","14,858"
Southern Region,Ranong Province,30  -  34,"13,407","13,499","13,394","13,307","13,080","12,837","12,567","12,486","12,398","12,510","13,361"
Southern Region,Ranong Province,35  -  39,"13,812","13,765","13,669","13,655","13,508","13,333","13,329","13,176","13,115","12,897","13,380"
Southern Region,Ranong Province,40  -  44,"14,203","13,950","14,051","14,082","14,081","13,872","13,783","13,582","13,547","13,341","13,635"
Southern Region,Ranong Province,45  -  49,"12,786","13,136","13,335","13,560","13,891","14,142","13,845","13,947","13,989","13,861","14,288"
Southern Region,Ranong Province,50  -  54,"10,729","11,099","11,629","11,983","12,283","12,569","12,939","13,100","13,317","13,638","14,503"
Southern Region,Ranong Province,55  -  59,"8,778","8,687","9,057","9,624","10,075","10,344","10,783","11,302","11,666","11,925","12,695"
Southern Region,Ranong Province,60  -  64,"6,192","6,747","7,069","7,347","7,634","8,050","8,363","8,715","9,212","9,660","10,295"
Southern Region,Ranong Province,65  -  69,"4,069","4,507","4,895","5,298","5,678","5,994","6,396","6,679","6,908","7,152","7,838"
Southern Region,Ranong Province,70  -  74,"3,220","3,297","3,322","3,494","3,635","3,839","4,117","4,415","4,777","5,137","5,586"
Southern Region,Ranong Province,75  -  79,"2,502","2,663","2,688","2,691","2,802","2,879","2,840","2,886","3,003","3,075","3,383"
Southern Region,Ranong Province,80  -  84,"1,678","1,813","1,955","1,998","2,016","1,993","2,089","2,102","2,136","2,190","2,310"
Southern Region,Ranong Province,85  -  89,753,922,981,"1,068","1,157","1,231","1,269","1,353","1,367","1,373","1,407"
Southern Region,Ranong Province,90  -  94,286,342,378,392,413,465,502,555,606,661,724
Southern Region,Ranong Province,95  -  99,101,127,143,152,163,161,180,181,181,194,238
Southern Region,Ranong Province,100 and over,76,82,94,103,45,69,78,78,99,118,144
Southern Region,Ranong Province,Unknown/lunar Calendar,-,-,-,-,-,-,-,-,-,-,-
Southern Region,Ranong Province,Population Registered in House Registration and Non  -  Thai nationalities,"12,167","2,093","4,306","10,536","9,734","9,734","9,805","10,011","10,318","10,355",
Southern Region,Ranong Province,Population Registered in Central House Registration,"1,359","2,073",650,"3,240","4,093","4,558","5,268","5,607","5,337","5,188",
Southern Region,Ranong Province, Transferring population,391,384,407,436,410,424,446,418,90,52,
Southern Region,Chumphon Province,Total,"495,310","498,294","500,575","505,830","507,604","509,650","510,963","511,304","509,208","509,479","509,385"
Southern Region,Chumphon Province,0 - 4,"30,878","30,592","30,122","29,589","28,557","27,296","26,307","25,256","24,534","23,727","23,019"
Southern Region,Chumphon Province,5-Sep,"30,802","31,048","30,926","30,682","30,842","30,929","30,770","30,371","29,934","28,903","29,953"
Southern Region,Chumphon Province,Oct-14,"32,669","31,547","31,150","30,772","30,581","30,735","31,110","30,970","30,674","30,943","31,361"
Southern Region,Chumphon Province,15  -  19,"37,376","37,417","36,665","35,619","34,103","32,455","31,237","30,885","30,327","30,198","30,676"
Southern Region,Chumphon Province,20  -  24,"35,759","35,890","35,619","36,561","37,004","37,342","36,980","36,073","34,814","33,067","31,754"
Southern Region,Chumphon Province,25  -  29,"36,912","36,287","36,041","35,839","35,925","36,198","36,329","35,926","36,275","36,521","37,213"
Southern Region,Chumphon Province,30  -  34,"38,528","38,356","37,857","37,352","36,862","36,150","35,491","35,362","35,329","35,310","35,846"
Southern Region,Chumphon Province,35  -  39,"39,741","39,381","39,064","38,976","38,535","37,972","37,740","37,228","36,819","36,276","35,901"
Southern Region,Chumphon Province,40  -  44,"41,869","40,744","40,538","40,289","39,718","39,266","38,887","38,582","38,439","38,005","37,651"
Southern Region,Chumphon Province,45  -  49,"39,265","40,421","40,377","40,694","40,958","41,224","40,275","40,003","39,798","39,142","38,727"
Southern Region,Chumphon Province,50  -  54,"33,074","33,984","35,206","36,201","37,159","38,374","39,708","39,765","40,096","40,315","40,691"
Southern Region,Chumphon Province,55  -  59,"26,191","26,265","27,727","29,224","30,937","32,050","33,083","34,213","35,217","36,114","37,434"
Southern Region,Chumphon Province,60  -  64,"18,992","20,236","21,149","21,941","22,814","23,850","25,296","26,759","28,220","29,843","31,027"
Southern Region,Chumphon Province,65  -  69,"14,401","15,123","15,990","16,773","17,274","18,193","19,001","19,854","20,649","21,482","22,451"
Southern Region,Chumphon Province,70  -  74,"11,661","11,699","11,754","12,359","12,873","13,302","13,813","14,587","15,296","15,720","16,628"
Southern Region,Chumphon Province,75  -  79,"9,825","10,286","10,381","10,098","10,114","10,130","10,149","10,277","10,748","11,212","11,531"
